line,type,issue,detail
6530,normalize,date_normalized,"{""event_date"": ""2010-12-14T07:00:00Z""}"
6531,normalize,date_normalized,"{""event_date"": ""2016-02-10T07:00:00Z""}"
6532,normalize,date_normalized,"{""event_date"": ""2014-04-30T06:00:00Z""}"
6533,normalize,date_normalized,"{""event_date"": ""2014-10-02T06:00:00Z""}"
6534,normalize,date_normalized,"{""event_date"": ""2010-11-12T07:00:00Z""}"
6535,normalize,date_normalized,"{""event_date"": ""2013-11-24T07:00:00Z""}"
6536,normalize,date_normalized,"{""event_date"": ""2014-07-03T06:00:00Z""}"
6537,normalize,date_normalized,"{""event_date"": ""2014-10-02T06:00:00Z""}"
6538,normalize,date_normalized,"{""event_date"": ""2014-10-14T06:00:00Z""}"
6539,normalize,date_normalized,"{""event_date"": ""2015-10-22T06:00:00Z""}"
6540,normalize,date_normalized,"{""event_date"": ""2015-07-02T06:00:00Z""}"
6541,normalize,date_normalized,"{""event_date"": ""2010-09-03T06:00:00Z""}"
6542,normalize,date_normalized,"{""event_date"": ""2015-10-16T06:00:00Z""}"
6543,normalize,date_normalized,"{""event_date"": ""2016-01-17T07:00:00Z""}"
6544,normalize,date_normalized,"{""event_date"": ""2015-09-27T06:00:00Z""}"
6545,normalize,date_normalized,"{""event_date"": ""2015-11-22T07:00:00Z""}"
6546,normalize,date_normalized,"{""event_date"": ""2015-12-14T07:00:00Z""}"
6547,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6548,normalize,date_normalized,"{""event_date"": ""2015-08-11T06:00:00Z""}"
6549,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6550,normalize,date_normalized,"{""event_date"": ""2013-08-28T06:00:00Z""}"
6551,normalize,date_normalized,"{""event_date"": ""2016-01-04T07:00:00Z""}"
6552,normalize,date_normalized,"{""event_date"": ""2011-03-14T06:00:00Z""}"
6553,normalize,date_normalized,"{""event_date"": ""2014-12-12T07:00:00Z""}"
6554,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6555,normalize,date_normalized,"{""event_date"": ""2015-06-12T06:00:00Z""}"
6556,normalize,date_normalized,"{""event_date"": ""2015-10-16T06:00:00Z""}"
6557,normalize,date_normalized,"{""event_date"": ""2014-05-02T06:00:00Z""}"
6558,normalize,date_normalized,"{""event_date"": ""2015-08-18T06:00:00Z""}"
6559,normalize,date_normalized,"{""event_date"": ""2012-09-11T06:00:00Z""}"
6560,normalize,date_normalized,"{""event_date"": ""2013-11-16T07:00:00Z""}"
6561,normalize,date_normalized,"{""event_date"": ""2015-07-12T06:00:00Z""}"
6562,normalize,date_normalized,"{""event_date"": ""2015-09-05T06:00:00Z""}"
6563,normalize,date_normalized,"{""event_date"": ""2016-01-21T07:00:00Z""}"
6564,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6565,normalize,date_normalized,"{""event_date"": ""2013-05-25T06:00:00Z""}"
6566,normalize,date_normalized,"{""event_date"": ""2014-05-28T06:00:00Z""}"
6567,normalize,date_normalized,"{""event_date"": ""2014-05-23T06:00:00Z""}"
6568,normalize,date_normalized,"{""event_date"": ""2014-05-11T06:00:00Z""}"
6569,normalize,date_normalized,"{""event_date"": ""2015-12-14T07:00:00Z""}"
6570,normalize,date_normalized,"{""event_date"": ""2009-07-13T06:00:00Z""}"
6571,normalize,date_normalized,"{""event_date"": ""2010-11-12T07:00:00Z""}"
6572,normalize,date_normalized,"{""event_date"": ""2015-09-23T06:00:00Z""}"
6573,normalize,date_normalized,"{""event_date"": ""2011-03-11T07:00:00Z""}"
6574,normalize,date_normalized,"{""event_date"": ""2015-12-21T07:00:00Z""}"
6575,normalize,date_normalized,"{""event_date"": ""2013-11-11T07:00:00Z""}"
6576,normalize,date_normalized,"{""event_date"": ""2015-10-05T06:00:00Z""}"
6577,normalize,date_normalized,"{""event_date"": ""2015-08-11T06:00:00Z""}"
6578,normalize,date_normalized,"{""event_date"": ""2015-10-16T06:00:00Z""}"
6579,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6580,normalize,date_normalized,"{""event_date"": ""2015-10-06T06:00:00Z""}"
6581,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6582,normalize,date_normalized,"{""event_date"": ""2016-02-22T07:00:00Z""}"
6583,normalize,date_normalized,"{""event_date"": ""2014-12-22T07:00:00Z""}"
6584,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
6585,normalize,date_normalized,"{""event_date"": ""2016-01-26T07:00:00Z""}"
6586,normalize,date_normalized,"{""event_date"": ""2012-05-18T06:00:00Z""}"
6587,normalize,date_normalized,"{""event_date"": ""2014-05-11T06:00:00Z""}"
6588,normalize,date_normalized,"{""event_date"": ""2014-07-16T06:00:00Z""}"
6589,normalize,date_normalized,"{""event_date"": ""2015-08-05T06:00:00Z""}"
6590,normalize,date_normalized,"{""event_date"": ""2013-06-17T06:00:00Z""}"
6591,normalize,date_normalized,"{""event_date"": ""2016-01-23T07:00:00Z""}"
6592,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6593,normalize,date_normalized,"{""event_date"": ""2015-03-14T06:00:00Z""}"
6594,normalize,date_normalized,"{""event_date"": ""2013-06-26T06:00:00Z""}"
6595,normalize,date_normalized,"{""event_date"": ""2010-11-25T07:00:00Z""}"
6596,normalize,date_normalized,"{""event_date"": ""2015-08-01T06:00:00Z""}"
6597,normalize,date_normalized,"{""event_date"": ""2015-12-09T07:00:00Z""}"
6598,normalize,date_normalized,"{""event_date"": ""2015-10-16T06:00:00Z""}"
6599,normalize,date_normalized,"{""event_date"": ""2016-02-11T07:00:00Z""}"
6600,normalize,date_normalized,"{""event_date"": ""2015-08-11T06:00:00Z""}"
6601,normalize,date_normalized,"{""event_date"": ""2010-11-12T07:00:00Z""}"
6602,normalize,date_normalized,"{""event_date"": ""2015-10-05T06:00:00Z""}"
6603,normalize,date_normalized,"{""event_date"": ""2015-11-28T07:00:00Z""}"
6604,normalize,date_normalized,"{""event_date"": ""2015-11-04T07:00:00Z""}"
6605,normalize,date_normalized,"{""event_date"": ""2014-01-23T07:00:00Z""}"
6606,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
6607,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6608,normalize,date_normalized,"{""event_date"": ""2014-04-06T06:00:00Z""}"
6609,normalize,date_normalized,"{""event_date"": ""2015-08-11T06:00:00Z""}"
6610,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
6611,normalize,date_normalized,"{""event_date"": ""2015-07-10T06:00:00Z""}"
6612,normalize,date_normalized,"{""event_date"": ""2015-07-30T06:00:00Z""}"
6613,normalize,date_normalized,"{""event_date"": ""2013-02-21T07:00:00Z""}"
6614,normalize,date_normalized,"{""event_date"": ""2014-05-02T06:00:00Z""}"
6615,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6616,normalize,date_normalized,"{""event_date"": ""2015-10-13T06:00:00Z""}"
6617,normalize,date_normalized,"{""event_date"": ""2011-08-23T06:00:00Z""}"
6618,normalize,date_normalized,"{""event_date"": ""2016-02-04T07:00:00Z""}"
6619,normalize,date_normalized,"{""event_date"": ""2016-01-23T07:00:00Z""}"
6620,normalize,date_normalized,"{""event_date"": ""2015-07-04T06:00:00Z""}"
6621,normalize,date_normalized,"{""event_date"": ""2015-11-18T07:00:00Z""}"
6622,normalize,date_normalized,"{""event_date"": ""2014-09-25T06:00:00Z""}"
6623,normalize,date_normalized,"{""event_date"": ""2016-02-10T07:00:00Z""}"
6624,normalize,date_normalized,"{""event_date"": ""2015-08-15T06:00:00Z""}"
6625,normalize,date_normalized,"{""event_date"": ""2016-02-10T07:00:00Z""}"
6626,normalize,date_normalized,"{""event_date"": ""2015-05-22T06:00:00Z""}"
6627,normalize,date_normalized,"{""event_date"": ""2010-11-12T07:00:00Z""}"
6628,normalize,date_normalized,"{""event_date"": ""2014-04-30T06:00:00Z""}"
6629,normalize,date_normalized,"{""event_date"": ""2014-09-19T06:00:00Z""}"
6630,normalize,date_normalized,"{""event_date"": ""2010-11-12T07:00:00Z""}"
6631,normalize,date_normalized,"{""event_date"": ""2015-12-16T07:00:00Z""}"
6632,normalize,date_normalized,"{""event_date"": ""2015-06-12T06:00:00Z""}"
6633,normalize,date_normalized,"{""event_date"": ""2015-12-20T07:00:00Z""}"
6634,normalize,date_normalized,"{""event_date"": ""2015-08-26T06:00:00Z""}"
6635,normalize,date_normalized,"{""event_date"": ""2015-08-11T06:00:00Z""}"
6636,normalize,date_normalized,"{""event_date"": ""2016-01-04T07:00:00Z""}"
6637,normalize,date_normalized,"{""event_date"": ""2015-07-10T06:00:00Z""}"
6638,normalize,date_normalized,"{""event_date"": ""2010-12-06T07:00:00Z""}"
6639,normalize,date_normalized,"{""event_date"": ""2013-05-09T06:00:00Z""}"
6640,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6641,normalize,date_normalized,"{""event_date"": ""2015-06-08T06:00:00Z""}"
6642,normalize,date_normalized,"{""event_date"": ""2015-10-21T06:00:00Z""}"
6643,normalize,date_normalized,"{""event_date"": ""2013-11-25T07:00:00Z""}"
6644,normalize,date_normalized,"{""event_date"": ""2015-11-09T07:00:00Z""}"
6645,normalize,date_normalized,"{""event_date"": ""2010-11-12T07:00:00Z""}"
6646,normalize,date_normalized,"{""event_date"": ""2016-01-07T07:00:00Z""}"
6647,normalize,date_normalized,"{""event_date"": ""2013-12-10T07:00:00Z""}"
6648,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6649,normalize,date_normalized,"{""event_date"": ""2009-07-21T06:00:00Z""}"
6650,normalize,date_normalized,"{""event_date"": ""2012-02-05T07:00:00Z""}"
6651,normalize,date_normalized,"{""event_date"": ""2016-01-14T07:00:00Z""}"
6652,normalize,date_normalized,"{""event_date"": ""2015-08-05T06:00:00Z""}"
6653,normalize,date_normalized,"{""event_date"": ""2016-01-27T07:00:00Z""}"
6654,normalize,date_normalized,"{""event_date"": ""2015-06-12T06:00:00Z""}"
6655,normalize,date_normalized,"{""event_date"": ""2015-03-05T07:00:00Z""}"
6656,normalize,date_normalized,"{""event_date"": ""2014-03-02T07:00:00Z""}"
6657,normalize,date_normalized,"{""event_date"": ""2015-08-10T06:00:00Z""}"
6658,normalize,date_normalized,"{""event_date"": ""2015-08-03T06:00:00Z""}"
6659,normalize,date_normalized,"{""event_date"": ""2014-03-02T07:00:00Z""}"
6660,normalize,date_normalized,"{""event_date"": ""2014-10-14T06:00:00Z""}"
6661,normalize,date_normalized,"{""event_date"": ""2010-12-14T07:00:00Z""}"
6662,normalize,date_normalized,"{""event_date"": ""2016-01-23T07:00:00Z""}"
6663,normalize,date_normalized,"{""event_date"": ""2014-09-25T06:00:00Z""}"
6664,normalize,date_normalized,"{""event_date"": ""2015-08-01T06:00:00Z""}"
6665,normalize,date_normalized,"{""event_date"": ""2015-08-15T06:00:00Z""}"
6666,normalize,date_normalized,"{""event_date"": ""2015-10-15T06:00:00Z""}"
6667,normalize,date_normalized,"{""event_date"": ""2015-09-06T06:00:00Z""}"
6668,normalize,date_normalized,"{""event_date"": ""2015-06-07T06:00:00Z""}"
6669,normalize,date_normalized,"{""event_date"": ""2015-11-15T07:00:00Z""}"
6670,normalize,date_normalized,"{""event_date"": ""2015-12-14T07:00:00Z""}"
6671,normalize,date_normalized,"{""event_date"": ""2015-11-17T07:00:00Z""}"
6672,normalize,date_normalized,"{""event_date"": ""2011-03-01T07:00:00Z""}"
6673,normalize,date_normalized,"{""event_date"": ""2015-09-10T06:00:00Z""}"
6674,normalize,date_normalized,"{""event_date"": ""2014-05-02T06:00:00Z""}"
6675,normalize,date_normalized,"{""event_date"": ""2015-01-12T07:00:00Z""}"
6676,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6677,normalize,date_normalized,"{""event_date"": ""2016-01-22T07:00:00Z""}"
6678,normalize,date_normalized,"{""event_date"": ""2014-06-20T06:00:00Z""}"
6679,normalize,date_normalized,"{""event_date"": ""2016-01-23T07:00:00Z""}"
6680,normalize,date_normalized,"{""event_date"": ""2009-07-13T06:00:00Z""}"
6681,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6682,normalize,date_normalized,"{""event_date"": ""2014-05-06T06:00:00Z""}"
6683,normalize,date_normalized,"{""event_date"": ""2010-11-25T07:00:00Z""}"
6684,normalize,date_normalized,"{""event_date"": ""2016-01-21T07:00:00Z""}"
6685,normalize,date_normalized,"{""event_date"": ""2015-06-07T06:00:00Z""}"
6686,normalize,date_normalized,"{""event_date"": ""2015-11-19T07:00:00Z""}"
6687,normalize,date_normalized,"{""event_date"": ""2016-02-23T07:00:00Z""}"
6688,normalize,date_normalized,"{""event_date"": ""2010-11-12T07:00:00Z""}"
6689,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6690,normalize,date_normalized,"{""event_date"": ""2015-09-21T06:00:00Z""}"
6691,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6692,normalize,date_normalized,"{""event_date"": ""2015-01-10T07:00:00Z""}"
6693,normalize,date_normalized,"{""event_date"": ""2015-08-10T06:00:00Z""}"
6694,normalize,date_normalized,"{""event_date"": ""2011-09-19T06:00:00Z""}"
6695,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6696,normalize,date_normalized,"{""event_date"": ""2015-09-05T06:00:00Z""}"
6697,normalize,date_normalized,"{""event_date"": ""2014-12-17T07:00:00Z""}"
6698,normalize,date_normalized,"{""event_date"": ""2015-08-25T06:00:00Z""}"
6699,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6700,normalize,date_normalized,"{""event_date"": ""2015-06-30T06:00:00Z""}"
6701,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6702,normalize,date_normalized,"{""event_date"": ""2014-06-20T06:00:00Z""}"
6703,normalize,date_normalized,"{""event_date"": ""2013-05-06T06:00:00Z""}"
6704,normalize,date_normalized,"{""event_date"": ""2014-05-09T06:00:00Z""}"
6705,normalize,date_normalized,"{""event_date"": ""2011-03-14T06:00:00Z""}"
6706,normalize,date_normalized,"{""event_date"": ""2015-12-08T07:00:00Z""}"
6707,normalize,date_normalized,"{""event_date"": ""2015-09-23T06:00:00Z""}"
6708,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6709,normalize,date_normalized,"{""event_date"": ""2015-08-03T06:00:00Z""}"
6710,normalize,date_normalized,"{""event_date"": ""2015-11-28T07:00:00Z""}"
6711,normalize,date_normalized,"{""event_date"": ""2015-10-01T06:00:00Z""}"
6712,normalize,date_normalized,"{""event_date"": ""2015-11-28T07:00:00Z""}"
6713,normalize,date_normalized,"{""event_date"": ""2015-05-14T06:00:00Z""}"
6714,normalize,date_normalized,"{""event_date"": ""2011-07-18T06:00:00Z""}"
6715,normalize,date_normalized,"{""event_date"": ""2015-01-18T07:00:00Z""}"
6716,normalize,date_normalized,"{""event_date"": ""2011-03-14T06:00:00Z""}"
6717,normalize,date_normalized,"{""event_date"": ""2016-01-20T07:00:00Z""}"
6718,normalize,date_normalized,"{""event_date"": ""2015-06-12T06:00:00Z""}"
6719,normalize,date_normalized,"{""event_date"": ""2015-07-10T06:00:00Z""}"
6720,normalize,date_normalized,"{""event_date"": ""2015-09-30T06:00:00Z""}"
6721,normalize,date_normalized,"{""event_date"": ""2014-07-02T06:00:00Z""}"
6722,normalize,date_normalized,"{""event_date"": ""2016-02-10T07:00:00Z""}"
6723,normalize,date_normalized,"{""event_date"": ""2015-09-15T06:00:00Z""}"
6724,normalize,date_normalized,"{""event_date"": ""2016-03-01T07:00:00Z""}"
6725,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6726,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6727,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6728,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6729,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6730,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6731,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6732,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6733,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6734,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6735,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6736,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6737,normalize,date_normalized,"{""event_date"": ""2011-10-12T06:00:00Z""}"
6738,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6739,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6740,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6741,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6742,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6743,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6744,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6745,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6746,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6747,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6748,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6749,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6750,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6751,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6752,normalize,date_normalized,"{""event_date"": ""2016-05-06T06:00:00Z""}"
6753,normalize,date_normalized,"{""event_date"": ""2015-12-09T07:00:00Z""}"
6754,normalize,date_normalized,"{""event_date"": ""2014-05-16T06:00:00Z""}"
6755,normalize,date_normalized,"{""event_date"": ""2014-05-16T06:00:00Z""}"
6756,normalize,date_normalized,"{""event_date"": ""2015-11-18T07:00:00Z""}"
6757,normalize,date_normalized,"{""event_date"": ""2015-12-21T07:00:00Z""}"
6758,normalize,date_normalized,"{""event_date"": ""2009-04-09T06:00:00Z""}"
6759,normalize,date_normalized,"{""event_date"": ""2011-03-14T06:00:00Z""}"
6760,normalize,date_normalized,"{""event_date"": ""2016-01-11T07:00:00Z""}"
6761,normalize,date_normalized,"{""event_date"": ""2016-01-11T07:00:00Z""}"
6762,normalize,date_normalized,"{""event_date"": ""2013-01-24T07:00:00Z""}"
6763,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6764,normalize,date_normalized,"{""event_date"": ""2016-03-17T06:00:00Z""}"
6765,normalize,date_normalized,"{""event_date"": ""2016-05-03T06:00:00Z""}"
6766,normalize,date_normalized,"{""event_date"": ""2016-06-16T06:00:00Z""}"
6767,normalize,date_normalized,"{""event_date"": ""2016-05-29T06:00:00Z""}"
6768,normalize,date_normalized,"{""event_date"": ""2016-05-29T06:00:00Z""}"
6769,normalize,date_normalized,"{""event_date"": ""2015-12-21T07:00:00Z""}"
6770,normalize,date_normalized,"{""event_date"": ""2016-04-21T06:00:00Z""}"
6771,normalize,date_normalized,"{""event_date"": ""2015-02-09T07:00:00Z""}"
6772,normalize,date_normalized,"{""event_date"": ""2015-10-16T06:00:00Z""}"
6773,normalize,date_normalized,"{""event_date"": ""2016-08-04T06:00:00Z""}"
6774,normalize,date_normalized,"{""event_date"": ""2016-04-21T06:00:00Z""}"
6775,normalize,date_normalized,"{""event_date"": ""2016-05-26T06:00:00Z""}"
6776,normalize,date_normalized,"{""event_date"": ""2013-10-10T06:00:00Z""}"
6777,normalize,date_normalized,"{""event_date"": ""2015-08-31T06:00:00Z""}"
6778,normalize,date_normalized,"{""event_date"": ""2009-04-23T06:00:00Z""}"
6779,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6780,normalize,date_normalized,"{""event_date"": ""2016-09-06T06:00:00Z""}"
6781,normalize,date_normalized,"{""event_date"": ""2016-05-17T06:00:00Z""}"
6782,normalize,date_normalized,"{""event_date"": ""2015-05-26T06:00:00Z""}"
6783,normalize,date_normalized,"{""event_date"": ""2014-07-02T06:00:00Z""}"
6784,normalize,date_normalized,"{""event_date"": ""2015-05-26T06:00:00Z""}"
6785,normalize,date_normalized,"{""event_date"": ""2014-07-07T06:00:00Z""}"
6786,normalize,date_normalized,"{""event_date"": ""2014-03-06T07:00:00Z""}"
6787,normalize,date_normalized,"{""event_date"": ""2015-01-05T07:00:00Z""}"
6788,normalize,date_normalized,"{""event_date"": ""2016-03-16T06:00:00Z""}"
6789,normalize,date_normalized,"{""event_date"": ""2015-03-06T07:00:00Z""}"
6790,normalize,date_normalized,"{""event_date"": ""2015-02-27T07:00:00Z""}"
6791,normalize,date_normalized,"{""event_date"": ""2014-11-14T07:00:00Z""}"
6792,normalize,date_normalized,"{""event_date"": ""2015-10-12T06:00:00Z""}"
6793,normalize,date_normalized,"{""event_date"": ""2014-11-14T07:00:00Z""}"
6794,normalize,date_normalized,"{""event_date"": ""2016-01-29T07:00:00Z""}"
6795,normalize,date_normalized,"{""event_date"": ""2015-11-24T07:00:00Z""}"
6796,normalize,date_normalized,"{""event_date"": ""2015-12-09T07:00:00Z""}"
6797,normalize,date_normalized,"{""event_date"": ""2016-01-08T07:00:00Z""}"
6798,normalize,date_normalized,"{""event_date"": ""2016-04-18T06:00:00Z""}"
6799,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
6800,normalize,date_normalized,"{""event_date"": ""2011-10-12T06:00:00Z""}"
6801,normalize,date_normalized,"{""event_date"": ""2016-03-10T07:00:00Z""}"
6802,normalize,date_normalized,"{""event_date"": ""2016-09-28T06:00:00Z""}"
6803,normalize,date_normalized,"{""event_date"": ""2013-03-19T06:00:00Z""}"
6804,normalize,date_normalized,"{""event_date"": ""2013-05-06T06:00:00Z""}"
6805,normalize,date_normalized,"{""event_date"": ""2015-02-05T07:00:00Z""}"
6806,normalize,date_normalized,"{""event_date"": ""2013-12-19T07:00:00Z""}"
6807,normalize,date_normalized,"{""event_date"": ""2011-07-21T06:00:00Z""}"
6808,normalize,date_normalized,"{""event_date"": ""2014-09-25T06:00:00Z""}"
6809,normalize,date_normalized,"{""event_date"": ""2010-09-03T06:00:00Z""}"
6810,normalize,date_normalized,"{""event_date"": ""2012-07-05T06:00:00Z""}"
6811,normalize,date_normalized,"{""event_date"": ""2010-12-23T07:00:00Z""}"
6812,normalize,date_normalized,"{""event_date"": ""2011-06-04T06:00:00Z""}"
6813,normalize,date_normalized,"{""event_date"": ""2014-12-09T07:00:00Z""}"
6814,normalize,date_normalized,"{""event_date"": ""2012-03-31T06:00:00Z""}"
6815,normalize,date_normalized,"{""event_date"": ""2014-05-26T06:00:00Z""}"
6816,normalize,date_normalized,"{""event_date"": ""2012-12-19T07:00:00Z""}"
6817,normalize,date_normalized,"{""event_date"": ""2011-06-11T06:00:00Z""}"
6818,normalize,date_normalized,"{""event_date"": ""2011-03-03T07:00:00Z""}"
6819,normalize,date_normalized,"{""event_date"": ""2014-05-08T06:00:00Z""}"
6820,normalize,date_normalized,"{""event_date"": ""2012-08-07T06:00:00Z""}"
6821,normalize,date_normalized,"{""event_date"": ""2014-03-31T06:00:00Z""}"
6822,normalize,date_normalized,"{""event_date"": ""2015-01-22T07:00:00Z""}"
6823,normalize,date_normalized,"{""event_date"": ""2014-12-09T07:00:00Z""}"
6824,normalize,date_normalized,"{""event_date"": ""2013-03-19T06:00:00Z""}"
6825,normalize,date_normalized,"{""event_date"": ""2014-07-05T06:00:00Z""}"
6826,normalize,date_normalized,"{""event_date"": ""2012-09-18T06:00:00Z""}"
6827,normalize,date_normalized,"{""event_date"": ""2011-07-12T06:00:00Z""}"
6828,normalize,date_normalized,"{""event_date"": ""2013-12-22T07:00:00Z""}"
6829,normalize,date_normalized,"{""event_date"": ""2014-01-17T07:00:00Z""}"
6830,normalize,date_normalized,"{""event_date"": ""2013-12-22T07:00:00Z""}"
6831,normalize,date_normalized,"{""event_date"": ""2011-06-04T06:00:00Z""}"
6832,normalize,date_normalized,"{""event_date"": ""2014-12-09T07:00:00Z""}"
6833,normalize,date_normalized,"{""event_date"": ""2014-05-12T06:00:00Z""}"
6834,normalize,date_normalized,"{""event_date"": ""2012-09-18T06:00:00Z""}"
6835,normalize,date_normalized,"{""event_date"": ""2011-07-21T06:00:00Z""}"
6836,normalize,date_normalized,"{""event_date"": ""2013-12-22T07:00:00Z""}"
6837,normalize,date_normalized,"{""event_date"": ""2014-05-25T06:00:00Z""}"
6838,normalize,date_normalized,"{""event_date"": ""2011-06-11T06:00:00Z""}"
6839,normalize,date_normalized,"{""event_date"": ""2011-07-22T06:00:00Z""}"
6840,normalize,date_normalized,"{""event_date"": ""2011-11-21T07:00:00Z""}"
6841,normalize,date_normalized,"{""event_date"": ""2011-06-11T06:00:00Z""}"
6842,normalize,date_normalized,"{""event_date"": ""2010-03-10T07:00:00Z""}"
6843,normalize,date_normalized,"{""event_date"": ""2010-09-03T06:00:00Z""}"
6844,normalize,date_normalized,"{""event_date"": ""2014-03-06T07:00:00Z""}"
6845,normalize,date_normalized,"{""event_date"": ""2013-07-11T06:00:00Z""}"
6846,normalize,date_normalized,"{""event_date"": ""2010-09-03T06:00:00Z""}"
6847,normalize,date_normalized,"{""event_date"": ""2011-07-12T06:00:00Z""}"
6848,normalize,date_normalized,"{""event_date"": ""2014-12-09T07:00:00Z""}"
6849,normalize,date_normalized,"{""event_date"": ""2014-05-25T06:00:00Z""}"
6850,normalize,date_normalized,"{""event_date"": ""2013-04-24T06:00:00Z""}"
6851,normalize,date_normalized,"{""event_date"": ""2011-07-13T06:00:00Z""}"
6852,normalize,date_normalized,"{""event_date"": ""2011-06-11T06:00:00Z""}"
6853,normalize,date_normalized,"{""event_date"": ""2015-02-05T07:00:00Z""}"
6854,normalize,date_normalized,"{""event_date"": ""2013-05-06T06:00:00Z""}"
6855,normalize,date_normalized,"{""event_date"": ""2011-07-21T06:00:00Z""}"
6856,normalize,date_normalized,"{""event_date"": ""2014-09-05T06:00:00Z""}"
6857,normalize,date_normalized,"{""event_date"": ""2014-01-21T07:00:00Z""}"
6858,normalize,date_normalized,"{""event_date"": ""2014-05-27T06:00:00Z""}"
6859,normalize,date_normalized,"{""event_date"": ""2013-12-22T07:00:00Z""}"
6860,normalize,date_normalized,"{""event_date"": ""2012-03-31T06:00:00Z""}"
6861,normalize,date_normalized,"{""event_date"": ""2014-05-27T06:00:00Z""}"
6862,normalize,date_normalized,"{""event_date"": ""2009-04-09T06:00:00Z""}"
6863,normalize,date_normalized,"{""event_date"": ""2011-03-14T06:00:00Z""}"
6864,normalize,date_normalized,"{""event_date"": ""2013-11-26T07:00:00Z""}"
6865,normalize,date_normalized,"{""event_date"": ""2012-09-18T06:00:00Z""}"
6866,normalize,date_normalized,"{""event_date"": ""2015-01-06T07:00:00Z""}"
6867,normalize,date_normalized,"{""event_date"": ""2013-04-28T06:00:00Z""}"
6868,normalize,date_normalized,"{""event_date"": ""2011-06-04T06:00:00Z""}"
6869,normalize,date_normalized,"{""event_date"": ""2012-09-17T06:00:00Z""}"
6870,normalize,date_normalized,"{""event_date"": ""2013-04-28T06:00:00Z""}"
